latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-22.7458,150.6282,312.9,2.9,1.6,2019-09-06,2339,Terra,MODIS,24,6.3,299.7,25.9,D,0
-22.7602,150.6248,326,2.9,1.6,2019-09-06,2339,Terra,MODIS,79,6.3,299,84.1,D,0
-26.2512,150.9812,310.7,2.3,1.5,2019-09-06,2340,Terra,MODIS,28,6.3,290.7,24.2,D,0
-26.3375,150.7565,305.7,2.3,1.5,2019-09-06,2340,Terra,MODIS,29,6.3,289.8,15,D,0
-26.3842,150.6655,316.7,2.4,1.5,2019-09-06,2340,Terra,MODIS,74,6.3,290.4,44.4,D,0
-26.389,150.6888,311.8,2.3,1.5,2019-09-06,2340,Terra,MODIS,67,6.3,289.7,30.1,D,0
-26.7192,151.8176,310,1.9,1.4,2019-09-06,2340,Terra,MODIS,60,6.3,294.2,16.2,D,0
-25.9024,150.9676,311.7,2.3,1.5,2019-09-06,2340,Terra,MODIS,62,6.3,293.2,24.4,D,0
-25.9069,150.9898,314,2.3,1.5,2019-09-06,2340,Terra,MODIS,70,6.3,293.4,32.1,D,0
-25.8974,150.8737,320.6,2.3,1.5,2019-09-06,2340,Terra,MODIS,43,6.3,292.1,39.1,D,0
-26.2653,150.9955,312.2,2.3,1.5,2019-09-06,2340,Terra,MODIS,66,6.3,291,28.6,D,0
-25.8841,150.8766,321.3,2.3,1.5,2019-09-06,2340,Terra,MODIS,64,6.3,292.6,44.5,D,0
-26.2608,150.9728,310.1,2.3,1.5,2019-09-06,2340,Terra,MODIS,52,6.3,291.2,23.8,D,0
-29.0464,152.4065,355.5,1.6,1.2,2019-09-06,2341,Terra,MODIS,90,6.3,297.7,126.4,D,0
-30.3211,152.2769,328.4,1.5,1.2,2019-09-06,2341,Terra,MODIS,69,6.3,293.3,40.8,D,0
-30.3183,152.2618,327,1.5,1.2,2019-09-06,2341,Terra,MODIS,72,6.3,291.3,40.1,D,0
-30.3074,152.2643,325.7,1.5,1.2,2019-09-06,2341,Terra,MODIS,67,6.3,294.4,34.9,D,0
-30.2964,152.2666,329.9,1.5,1.2,2019-09-06,2341,Terra,MODIS,85,6.3,294,41.3,D,0
-30.2938,152.2524,340.3,1.5,1.2,2019-09-06,2341,Terra,MODIS,89,6.3,293.7,73.2,D,0
-30.2827,152.2541,343.9,1.5,1.2,2019-09-06,2341,Terra,MODIS,92,6.3,295.8,81.9,D,0
-30.2799,152.2395,337,1.5,1.2,2019-09-06,2341,Terra,MODIS,84,6.3,293.2,63.1,D,0
-30.2934,152.2587,342.2,1.5,1.2,2019-09-06,2341,Terra,MODIS,89,6.3,294.3,76.6,D,0
-30.2824,152.2612,330.6,1.5,1.2,2019-09-06,2341,Terra,MODIS,35,6.3,294.4,39.9,D,0
-30.2796,152.2457,358.4,1.5,1.2,2019-09-06,2341,Terra,MODIS,99,6.3,296,140.6,D,0
-30.2796,152.5508,325.9,1.5,1.2,2019-09-06,2341,Terra,MODIS,83,6.3,290.1,40.7,D,0
-30.2768,152.536,312.6,1.5,1.2,2019-09-06,2341,Terra,MODIS,48,6.3,288.9,18.3,D,0
-30.2741,152.5214,332.4,1.5,1.2,2019-09-06,2341,Terra,MODIS,87,6.3,291,56.1,D,0
-30.2717,152.5687,310.9,1.5,1.2,2019-09-06,2341,Terra,MODIS,66,6.3,288.1,16.3,D,0
-30.2689,152.5533,331.3,1.5,1.2,2019-09-06,2341,Terra,MODIS,87,6.3,291.5,51.8,D,0
-30.2661,152.5386,331.3,1.5,1.2,2019-09-06,2341,Terra,MODIS,87,6.3,292.6,51.3,D,0
-30.2464,152.4334,332,1.5,1.2,2019-09-06,2341,Terra,MODIS,50,6.3,289.5,46.2,D,0
-30.2611,152.5715,339.9,1.5,1.2,2019-09-06,2341,Terra,MODIS,91,6.3,289.1,73.8,D,0
-30.2582,152.556,346.2,1.5,1.2,2019-09-06,2341,Terra,MODIS,94,6.3,292,93.3,D,0
-30.2588,152.5778,322.9,1.5,1.2,2019-09-06,2341,Terra,MODIS,81,6.3,288.1,33.7,D,0
-30.2561,152.5629,355.1,1.5,1.2,2019-09-06,2341,Terra,MODIS,98,6.3,291.9,127,D,0
-30.2288,152.4749,335.3,1.5,1.2,2019-09-06,2341,Terra,MODIS,50,6.3,289.4,49,D,0
-30.2261,152.4599,333.5,1.5,1.2,2019-09-06,2341,Terra,MODIS,46,6.3,289.3,44.1,D,0
-30.2263,152.5226,347.5,1.5,1.2,2019-09-06,2341,Terra,MODIS,91,6.3,290.6,94.4,D,0
-30.2235,152.5073,357.8,1.5,1.2,2019-09-06,2341,Terra,MODIS,85,6.3,293.1,132.5,D,0
-30.1807,152.2743,331.2,1.5,1.2,2019-09-06,2341,Terra,MODIS,80,6.3,295.8,43.3,D,0
-30.178,152.2598,323.8,1.5,1.2,2019-09-06,2341,Terra,MODIS,62,6.3,292.6,29.2,D,0
-30.1597,152.1613,322.9,1.6,1.2,2019-09-06,2341,Terra,MODIS,55,6.3,293.6,32.1,D,0
-30.1963,152.4202,326.1,1.5,1.2,2019-09-06,2341,Terra,MODIS,40,6.3,286.9,37.3,D,0
-30.1934,152.4048,344.4,1.5,1.2,2019-09-06,2341,Terra,MODIS,93,6.3,289.6,87.5,D,0
-30.1487,152.1638,338,1.6,1.2,2019-09-06,2341,Terra,MODIS,71,6.3,295.5,66.1,D,0
-30.2214,152.6177,322.9,1.5,1.2,2019-09-06,2341,Terra,MODIS,81,6.3,289.8,37.9,D,0
-30.2021,152.513,329,1.5,1.2,2019-09-06,2341,Terra,MODIS,22,6.3,290.5,43.6,D,0
-30.1965,152.4825,349.7,1.5,1.2,2019-09-06,2341,Terra,MODIS,75,6.3,293.3,102.5,D,0
-30.1675,152.326,324.5,1.5,1.2,2019-09-06,2341,Terra,MODIS,50,6.3,292.3,29.8,D,0
-30.1857,152.4848,340.6,1.5,1.2,2019-09-06,2341,Terra,MODIS,30,6.3,291.4,72.9,D,0
-30.16,152.3471,331.3,1.5,1.2,2019-09-06,2341,Terra,MODIS,56,6.3,290,48.9,D,0
-30.1568,152.3298,335.8,1.5,1.2,2019-09-06,2341,Terra,MODIS,61,6.3,291.5,58.4,D,0
-30.1268,152.1698,336.2,1.6,1.2,2019-09-06,2341,Terra,MODIS,66,6.3,294.2,61.9,D,0
-30.1159,152.1728,334,1.6,1.2,2019-09-06,2341,Terra,MODIS,54,6.3,293.1,57.5,D,0
-30.0926,152.2372,337.8,1.6,1.2,2019-09-06,2341,Terra,MODIS,59,6.3,291.6,65.9,D,0
-30.0762,152.272,349,1.5,1.2,2019-09-06,2341,Terra,MODIS,92,6.3,293.9,106.2,D,0
-29.7509,152.4569,308.9,1.5,1.2,2019-09-06,2341,Terra,MODIS,31,6.3,294.7,11.4,D,0
-29.729,152.4615,337.3,1.5,1.2,2019-09-06,2341,Terra,MODIS,90,6.3,295.8,63.4,D,0
-29.7262,152.4459,337.9,1.5,1.2,2019-09-06,2341,Terra,MODIS,89,6.3,296,64.4,D,0
-29.6986,152.4207,317.8,1.5,1.2,2019-09-06,2341,Terra,MODIS,55,6.3,292.2,25,D,0
-29.7337,152.6691,312.5,1.5,1.2,2019-09-06,2341,Terra,MODIS,70,6.3,294.4,17.2,D,0
-29.6797,152.4505,310.3,1.5,1.2,2019-09-06,2341,Terra,MODIS,43,6.3,287.9,17.1,D,0
-29.7077,152.7278,310.8,1.5,1.2,2019-09-06,2341,Terra,MODIS,67,6.3,295.6,13.9,D,0
-29.5565,153.2183,343.2,1.4,1.2,2019-09-06,2341,Terra,MODIS,93,6.3,295.6,73.2,D,0
-29.5539,153.204,326,1.4,1.2,2019-09-06,2341,Terra,MODIS,82,6.3,297.5,32.7,D,0
-29.5461,153.2207,334.3,1.4,1.2,2019-09-06,2341,Terra,MODIS,88,6.3,295.8,50.7,D,0
-29.1046,152.0996,327.8,1.7,1.3,2019-09-06,2341,Terra,MODIS,80,6.3,293.1,45.1,D,0
-29.1014,152.0829,325.2,1.7,1.3,2019-09-06,2341,Terra,MODIS,74,6.3,294.7,37,D,0
-29.0965,152.1189,308.5,1.6,1.3,2019-09-06,2341,Terra,MODIS,32,6.3,291.9,11.8,D,0
-29.0933,152.1021,319.7,1.7,1.3,2019-09-06,2341,Terra,MODIS,77,6.3,294.2,29.1,D,0
-29.0901,152.0854,313.2,1.7,1.3,2019-09-06,2341,Terra,MODIS,34,6.3,296.1,15.3,D,0
-29.0739,152.0001,317.9,1.7,1.3,2019-09-06,2341,Terra,MODIS,65,6.3,294.4,24.5,D,0
-29.0625,152.0027,315.8,1.7,1.3,2019-09-06,2341,Terra,MODIS,62,6.3,295.4,19.9,D,0
-29.0978,152.3717,325.8,1.6,1.2,2019-09-06,2341,Terra,MODIS,46,6.3,295.3,38.6,D,0
-29.0971,152.431,313,1.6,1.2,2019-09-06,2341,Terra,MODIS,44,6.3,289.5,20.9,D,0
-29.079,152.3328,372.4,1.6,1.2,2019-09-06,2341,Terra,MODIS,100,6.3,295,238.4,D,0
-29.0763,152.3187,339.4,1.6,1.2,2019-09-06,2341,Terra,MODIS,75,6.3,289.9,78.9,D,0
-29.0799,152.4001,362.4,1.6,1.2,2019-09-06,2341,Terra,MODIS,100,6.3,297.4,166.4,D,0
-29.0685,152.401,336,1.6,1.2,2019-09-06,2341,Terra,MODIS,47,6.3,296.1,55.5,D,0
-29.0447,152.4588,343.2,1.6,1.2,2019-09-06,2341,Terra,MODIS,50,6.3,293.5,83.9,D,0
-29.0117,152.2847,338,1.6,1.3,2019-09-06,2341,Terra,MODIS,65,6.3,290.3,72.2,D,0
-29.0365,152.4767,322.1,1.6,1.2,2019-09-06,2341,Terra,MODIS,67,6.3,290.9,33.6,D,0
-29.0241,152.4115,340.5,1.6,1.2,2019-09-06,2341,Terra,MODIS,59,6.3,297.3,58.6,D,0
-29.0002,152.286,357.9,1.6,1.3,2019-09-06,2341,Terra,MODIS,99,6.3,295.1,154.7,D,0
-29.0103,152.3994,341.4,1.6,1.2,2019-09-06,2341,Terra,MODIS,67,6.3,294.2,66.6,D,0
-29.0071,152.3828,349.6,1.6,1.2,2019-09-06,2341,Terra,MODIS,92,6.3,295.5,101.6,D,0
-28.9888,152.2874,332.6,1.6,1.3,2019-09-06,2341,Terra,MODIS,54,6.3,293.7,54.7,D,0
-29.0253,152.418,339.2,1.6,1.2,2019-09-06,2341,Terra,MODIS,48,6.3,296.5,56.4,D,0
-29.002,152.2916,355,1.6,1.3,2019-09-06,2341,Terra,MODIS,98,6.3,295.2,138.6,D,0
-28.9992,152.2765,340,1.6,1.3,2019-09-06,2341,Terra,MODIS,80,6.3,290.7,79.9,D,0
-29.0114,152.4057,337,1.6,1.2,2019-09-06,2341,Terra,MODIS,56,6.3,293.3,52,D,0
-29.0084,152.3895,363.4,1.6,1.2,2019-09-06,2341,Terra,MODIS,100,6.3,295.9,170.4,D,0
-28.9907,152.2933,330.4,1.6,1.3,2019-09-06,2341,Terra,MODIS,53,6.3,293.6,51.2,D,0
-28.9878,152.2778,326.7,1.6,1.3,2019-09-06,2341,Terra,MODIS,49,6.3,291.2,43.9,D,0
-29.018,152.5037,329.2,1.6,1.2,2019-09-06,2341,Terra,MODIS,73,6.3,292,47.8,D,0
-29.0097,152.5213,312.6,1.6,1.2,2019-09-06,2341,Terra,MODIS,31,6.3,290.5,16.7,D,0
-29.0069,152.5062,364.9,1.6,1.2,2019-09-06,2341,Terra,MODIS,100,6.3,296.4,187.2,D,0
-28.9754,152.399,347.1,1.6,1.2,2019-09-06,2341,Terra,MODIS,63,6.3,294,98.7,D,0
-28.9731,152.4485,335.8,1.6,1.2,2019-09-06,2341,Terra,MODIS,56,6.3,291.5,64,D,0
-28.6312,151.9227,315.7,1.7,1.3,2019-09-06,2341,Terra,MODIS,53,6.3,290.5,23.1,D,0
-28.6278,151.9048,315.5,1.7,1.3,2019-09-06,2341,Terra,MODIS,46,6.3,290.3,23.1,D,0
-28.6229,151.9428,327.1,1.7,1.3,2019-09-06,2341,Terra,MODIS,66,6.3,290.8,47,D,0
-28.6197,151.9256,332.1,1.7,1.3,2019-09-06,2341,Terra,MODIS,77,6.3,290.9,60.6,D,0
-28.6163,151.908,337,1.7,1.3,2019-09-06,2341,Terra,MODIS,89,6.3,289.9,77.8,D,0
-28.4409,152.3349,323.5,1.6,1.3,2019-09-06,2341,Terra,MODIS,71,6.3,294.9,31.8,D,0
-28.4378,152.3188,321.1,1.6,1.3,2019-09-06,2341,Terra,MODIS,41,6.3,294.2,26.9,D,0
-28.4434,152.3411,325.9,1.6,1.3,2019-09-06,2341,Terra,MODIS,81,6.3,296.1,39.2,D,0
-28.4404,152.325,319.5,1.6,1.3,2019-09-06,2341,Terra,MODIS,62,6.3,294.5,26.4,D,0
-28.1384,153.1295,329.4,1.5,1.2,2019-09-06,2341,Terra,MODIS,84,6.3,296.1,42.5,D,0
-28.1365,153.1357,326.9,1.5,1.2,2019-09-06,2341,Terra,MODIS,82,6.3,298.6,35.9,D,0
-28.134,153.1213,319.6,1.5,1.2,2019-09-06,2341,Terra,MODIS,69,6.3,296,21,D,0
-27.9579,153.2346,306.7,1.5,1.2,2019-09-06,2341,Terra,MODIS,28,6.3,295,8.5,D,0
-31.4004,151.7226,311.9,1.6,1.2,2019-09-06,2342,Terra,MODIS,69,6.3,289.5,21.2,D,0
-31.4007,151.7278,318.7,1.6,1.2,2019-09-06,2342,Terra,MODIS,68,6.3,290.2,31.7,D,0
-31.0496,146.7272,308.6,3.4,1.7,2019-09-06,2342,Terra,MODIS,67,6.3,287.1,50.2,D,0
-31.4032,151.7371,308.9,1.6,1.2,2019-09-06,2342,Terra,MODIS,45,6.3,289.9,17.8,D,0
-11.0524,142.6284,318.3,1.9,1.3,2019-09-07,0114,Terra,MODIS,65,6.3,297.9,26.1,D,0
-11.0608,142.5088,323.5,1.8,1.3,2019-09-07,0114,Terra,MODIS,73,6.3,302.7,29.1,D,0
-11.0691,142.5187,327.7,1.8,1.3,2019-09-07,0114,Terra,MODIS,81,6.3,301.8,38.2,D,0
-11.0502,142.6116,320.8,1.8,1.3,2019-09-07,0114,Terra,MODIS,73,6.3,297.4,30.6,D,0
-12.8345,142.9977,316.9,2.1,1.4,2019-09-07,0115,Terra,MODIS,36,6.3,303.8,18.8,D,0
-11.2886,132.2344,320,1.6,1.3,2019-09-07,0115,Terra,MODIS,45,6.3,303.5,17.1,D,0
-11.291,132.2493,325.6,1.6,1.3,2019-09-07,0115,Terra,MODIS,79,6.3,303.1,29.5,D,0
-11.2892,132.2429,328.3,1.6,1.3,2019-09-07,0115,Terra,MODIS,81,6.3,303.8,36,D,0
-12.8217,142.999,319.4,2.1,1.4,2019-09-07,0115,Terra,MODIS,59,6.3,303,24.2,D,0
-12.7884,142.0146,336.5,1.8,1.3,2019-09-07,0115,Terra,MODIS,86,6.3,303.9,66.6,D,0
-12.7905,142.0306,327.2,1.8,1.3,2019-09-07,0115,Terra,MODIS,78,6.3,301.9,38.8,D,0
-12.2127,136.7912,324.5,1,1,2019-09-07,0115,Terra,MODIS,73,6.3,304.3,12,D,0
-12.214,136.8003,344.4,1,1,2019-09-07,0115,Terra,MODIS,86,6.3,305.9,41,D,0
-12.4403,135.6061,325.4,1,1,2019-09-07,0115,Terra,MODIS,47,6.3,307.5,9.9,D,0
-12.2534,133.0877,324.5,1.4,1.2,2019-09-07,0115,Terra,MODIS,31,6.3,309.9,12.4,D,0
-12.5798,135.188,322.2,1.1,1,2019-09-07,0115,Terra,MODIS,50,6.3,305.7,4.9,D,0
-12.4517,134.207,336.5,1.2,1.1,2019-09-07,0115,Terra,MODIS,84,6.3,308.4,30.4,D,0
-12.5006,134.0091,323.2,1.2,1.1,2019-09-07,0115,Terra,MODIS,63,6.3,304.6,13.3,D,0
-12.5029,134.0137,326.3,1.2,1.1,2019-09-07,0115,Terra,MODIS,28,6.3,304.8,15.3,D,0
-12.5064,134.0358,328.7,1.2,1.1,2019-09-07,0115,Terra,MODIS,56,6.3,306,18.8,D,0
-12.8745,136.0411,326.5,1,1,2019-09-07,0115,Terra,MODIS,73,6.3,307.3,12.9,D,0
-14.0224,143.1338,334.9,2.2,1.5,2019-09-07,0115,Terra,MODIS,85,6.3,300.4,92.2,D,0
-12.7565,143.3138,328.2,2.2,1.4,2019-09-07,0115,Terra,MODIS,79,6.3,297.5,65,D,0
-12.4466,142.199,321,1.8,1.3,2019-09-07,0115,Terra,MODIS,52,6.3,304.9,19.9,D,0
-11.8138,142.6723,310,1.9,1.4,2019-09-07,0115,Terra,MODIS,17,6.3,297.6,10.5,D,0
-12.806,142.772,323.3,2,1.4,2019-09-07,0115,Terra,MODIS,62,6.3,304.1,28.8,D,0
-16.1827,144.4213,318.5,3,1.7,2019-09-07,0116,Terra,MODIS,48,6.3,305,37.6,D,0
-15.376,134.1936,334.9,1.1,1,2019-09-07,0116,Terra,MODIS,81,6.3,311.9,24,D,0
-15.3776,134.2038,350.8,1.1,1,2019-09-07,0116,Terra,MODIS,94,6.3,314.1,56.7,D,0
-15.3792,134.214,333.1,1.1,1,2019-09-07,0116,Terra,MODIS,78,6.3,312.2,20.8,D,0
-16.0083,136.2465,355,1,1,2019-09-07,0116,Terra,MODIS,97,6.3,313.3,57.7,D,0
-16.0097,136.2558,341.1,1,1,2019-09-07,0116,Terra,MODIS,86,6.3,315,28.6,D,0
-14.4869,126.7379,320.2,3.7,1.8,2019-09-07,0116,Terra,MODIS,52,6.3,300.4,42.7,D,0
-17.2023,145.1122,329.3,3.5,1.8,2019-09-07,0116,Terra,MODIS,79,6.3,305.6,120,D,0
-17.2182,145.1104,319.9,3.5,1.8,2019-09-07,0116,Terra,MODIS,42,6.3,303.8,56.8,D,0
-17.2274,145.0439,328.6,3.5,1.8,2019-09-07,0116,Terra,MODIS,78,6.3,303.8,113.7,D,0
-17.2309,145.0777,320.6,3.5,1.8,2019-09-07,0116,Terra,MODIS,56,6.3,305.5,59.9,D,0
-16.2097,136.5559,333.6,1,1,2019-09-07,0116,Terra,MODIS,76,6.3,315.3,15.7,D,0
-16.2111,136.5653,329.3,1,1,2019-09-07,0116,Terra,MODIS,54,6.3,312.5,10.6,D,0
-17.2208,145.0381,324.3,3.5,1.8,2019-09-07,0116,Terra,MODIS,50,6.3,303,76.7,D,0
-16.2381,136.5612,328.5,1,1,2019-09-07,0116,Terra,MODIS,61,6.3,313.5,10.7,D,0
-17.0396,142.8488,327.8,2.4,1.5,2019-09-07,0116,Terra,MODIS,45,6.3,307.6,40.8,D,0
-17.0555,142.8693,351,2.4,1.5,2019-09-07,0116,Terra,MODIS,95,6.3,305,182.5,D,0
-17.0906,142.8205,329,2.3,1.5,2019-09-07,0116,Terra,MODIS,69,6.3,307.3,49.8,D,0
-17.0996,142.8139,329.3,2.3,1.5,2019-09-07,0116,Terra,MODIS,75,6.3,309,52.2,D,0
-17.1373,143.0365,326.2,2.4,1.5,2019-09-07,0116,Terra,MODIS,66,6.3,306.3,46.3,D,0
-17.3986,145.1122,335.9,3.6,1.8,2019-09-07,0116,Terra,MODIS,85,6.3,303.4,187.5,D,0
-17.402,145.1455,342.1,3.6,1.8,2019-09-07,0116,Terra,MODIS,90,6.3,305.3,255.5,D,0
-17.4147,145.1116,320.5,3.6,1.8,2019-09-07,0116,Terra,MODIS,65,6.3,304.6,72.6,D,0
-17.2053,143.0287,336.3,2.4,1.5,2019-09-07,0116,Terra,MODIS,76,6.3,305,94.2,D,0
-17.2378,143.0716,322.2,2.5,1.5,2019-09-07,0116,Terra,MODIS,31,6.3,303,35.8,D,0
-16.3866,136.5071,344.1,1,1,2019-09-07,0116,Terra,MODIS,89,6.3,313.9,34,D,0
-16.388,136.5164,333.6,1,1,2019-09-07,0116,Terra,MODIS,78,6.3,311.8,17.4,D,0
-17.4074,145.1056,323.1,3.6,1.8,2019-09-07,0116,Terra,MODIS,67,6.3,303.8,82.1,D,0
-17.4105,145.1384,335.7,3.6,1.8,2019-09-07,0116,Terra,MODIS,85,6.3,305.5,187,D,0
-16.3956,136.5057,388.3,1,1,2019-09-07,0116,Terra,MODIS,100,6.3,316.4,174.9,D,0
-16.397,136.5151,371.7,1,1,2019-09-07,0116,Terra,MODIS,100,6.3,314,106.9,D,0
-17.2126,143.0214,327.7,2.4,1.5,2019-09-07,0116,Terra,MODIS,33,6.3,302.9,55,D,0
-18.1385,144.715,321.7,3.4,1.7,2019-09-07,0116,Terra,MODIS,52,6.3,304.5,49.5,D,0
-17.053,142.8472,336.4,2.4,1.5,2019-09-07,0116,Terra,MODIS,79,6.3,305.7,84.9,D,0
-13.2096,130.8546,325.3,1.9,1.4,2019-09-07,0116,Terra,MODIS,62,6.3,305.4,25.4,D,0
-13.2126,130.8718,345.1,1.9,1.4,2019-09-07,0116,Terra,MODIS,91,6.3,306.8,101.9,D,0
-13.2155,130.8891,328.4,1.9,1.4,2019-09-07,0116,Terra,MODIS,71,6.3,306.7,34.6,D,0
-13.2247,130.8698,351.8,1.9,1.4,2019-09-07,0116,Terra,MODIS,95,6.3,303.6,138,D,0
-13.2276,130.887,345.4,1.9,1.4,2019-09-07,0116,Terra,MODIS,91,6.3,305.3,103.6,D,0
-13.2188,130.7619,328.4,2,1.4,2019-09-07,0116,Terra,MODIS,70,6.3,304.2,40.7,D,0
-13.2675,130.7521,339.2,2,1.4,2019-09-07,0116,Terra,MODIS,86,6.3,305.2,83.7,D,0
-13.2705,130.7701,328.4,2,1.4,2019-09-07,0116,Terra,MODIS,73,6.3,305.1,41.9,D,0
-13.8399,134.2374,353.8,1.1,1.1,2019-09-07,0116,Terra,MODIS,96,6.3,310.7,69.3,D,0
-13.8415,134.2478,382.9,1.1,1.1,2019-09-07,0116,Terra,MODIS,100,6.3,315.4,183.3,D,0
-13.8432,134.2582,332.5,1.1,1.1,2019-09-07,0116,Terra,MODIS,79,6.3,309.5,21.6,D,0
-13.2701,130.7445,337.3,2,1.4,2019-09-07,0116,Terra,MODIS,84,6.3,304.6,74.2,D,0
-13.2733,130.7625,332.6,2,1.4,2019-09-07,0116,Terra,MODIS,79,6.3,306,55.6,D,0
-13.2764,130.7804,326.6,1.9,1.4,2019-09-07,0116,Terra,MODIS,69,6.3,304.7,35.5,D,0
-13.851,134.2463,333.5,1.1,1.1,2019-09-07,0116,Terra,MODIS,80,6.3,308.7,24.1,D,0
-13.3402,130.7873,346.4,1.9,1.4,2019-09-07,0116,Terra,MODIS,92,6.3,306.7,110.7,D,0
-13.3524,130.785,332.2,1.9,1.4,2019-09-07,0116,Terra,MODIS,78,6.3,304,49.2,D,0
-13.3436,130.7808,347.7,1.9,1.4,2019-09-07,0116,Terra,MODIS,92,6.3,306.5,117.4,D,0
-13.3467,130.7986,327.1,1.9,1.4,2019-09-07,0116,Terra,MODIS,68,6.3,304.8,33,D,0
-14.0886,130.7838,328,1.9,1.3,2019-09-07,0116,Terra,MODIS,59,6.3,306.8,35.2,D,0
-14.1006,130.7817,326.1,1.9,1.3,2019-09-07,0116,Terra,MODIS,60,6.3,302.5,33.2,D,0
-14.0934,130.7777,330.6,1.9,1.3,2019-09-07,0116,Terra,MODIS,75,6.3,305,46.7,D,0
-14.0963,130.7941,328.7,1.9,1.3,2019-09-07,0116,Terra,MODIS,72,6.3,304.2,38.5,D,0
-14.5217,132.9955,323.9,1.3,1.1,2019-09-07,0116,Terra,MODIS,56,6.3,309.6,10.3,D,0
-16.1183,144.3852,338.4,3,1.6,2019-09-07,0116,Terra,MODIS,88,6.3,303.6,147.9,D,0
-16.1178,144.3784,334.8,3,1.6,2019-09-07,0116,Terra,MODIS,85,6.3,304.2,125.8,D,0
-16.1207,144.4059,326.4,3,1.7,2019-09-07,0116,Terra,MODIS,76,6.3,302.2,79.8,D,0
-16.1237,144.4341,322,3,1.7,2019-09-07,0116,Terra,MODIS,66,6.3,302.6,61.3,D,0
-16.1833,144.4269,319.9,3,1.7,2019-09-07,0116,Terra,MODIS,60,6.3,304.6,46.1,D,0
-23.7308,138.1895,327.3,1.4,1.2,2019-09-07,0118,Terra,MODIS,77,6.3,303.8,24.1,D,0
-23.7292,138.1761,324.1,1.4,1.2,2019-09-07,0118,Terra,MODIS,72,6.3,303.4,18.1,D,0
-36.4039,149.8871,389.1,1,1,2019-09-07,0358,Aqua,MODIS,100,6.3,300.4,192.9,D,0
-36.4024,149.8983,309.2,1,1,2019-09-07,0358,Aqua,MODIS,68,6.3,292.2,7.1,D,0
-34.4654,150.8801,309,1,1,2019-09-07,0358,Aqua,MODIS,56,6.3,295.6,5.8,D,2
-36.3964,149.874,346.5,1,1,2019-09-07,0358,Aqua,MODIS,95,6.3,296.3,52.5,D,0
-36.3949,149.8852,347.3,1,1,2019-09-07,0358,Aqua,MODIS,95,6.3,295.7,54.3,D,0
-36.4055,149.8759,371.4,1,1,2019-09-07,0358,Aqua,MODIS,100,6.3,301.1,119.2,D,0
-31.3917,151.7063,332.5,1.2,1.1,2019-09-07,0359,Aqua,MODIS,87,6.3,292.5,38,D,0
-31.3897,151.7187,316,1.2,1.1,2019-09-07,0359,Aqua,MODIS,62,6.3,288.4,16.6,D,0
-31.3993,151.7209,326.3,1.2,1.1,2019-09-07,0359,Aqua,MODIS,83,6.3,292.4,28.9,D,0
-31.4036,151.7158,320.1,1.2,1.1,2019-09-07,0359,Aqua,MODIS,59,6.3,292.8,18.4,D,0
-31.4014,151.7286,332.8,1.2,1.1,2019-09-07,0359,Aqua,MODIS,88,6.3,292.4,37.3,D,0
-31.7428,151.8788,316.8,1.2,1.1,2019-09-07,0359,Aqua,MODIS,39,6.3,296.8,14.6,D,0
-31.7524,151.8999,341.7,1.2,1.1,2019-09-07,0359,Aqua,MODIS,48,6.3,296.4,47.4,D,0
-31.7505,151.911,365.2,1.2,1.1,2019-09-07,0359,Aqua,MODIS,92,6.3,296.1,118.6,D,0
-31.7619,151.9026,342.3,1.2,1.1,2019-09-07,0359,Aqua,MODIS,68,6.3,298.9,50,D,0
-31.7715,151.9051,385.8,1.2,1.1,2019-09-07,0359,Aqua,MODIS,100,6.3,310.8,216,D,0
-31.7696,151.9167,355.8,1.2,1.1,2019-09-07,0359,Aqua,MODIS,98,6.3,296.9,88.3,D,0
-32.7954,150.8895,339.5,1,1,2019-09-07,0359,Aqua,MODIS,91,6.3,295.8,43.7,D,0
-32.7936,150.9007,317.1,1,1,2019-09-07,0359,Aqua,MODIS,77,6.3,292.7,14.2,D,0
-32.8046,150.8915,330.3,1,1,2019-09-07,0359,Aqua,MODIS,87,6.3,294.2,29.2,D,0
-32.8028,150.9027,313.5,1,1,2019-09-07,0359,Aqua,MODIS,57,6.3,292.2,10.9,D,0
-30.827,152.0238,318.3,1.2,1.1,2019-09-07,0359,Aqua,MODIS,74,6.3,297.7,17.5,D,0
-30.9092,152.3819,308,1.3,1.1,2019-09-07,0359,Aqua,MODIS,52,6.3,292.8,9.1,D,0
-30.9069,152.396,318.3,1.3,1.1,2019-09-07,0359,Aqua,MODIS,75,6.3,296.1,19.7,D,0
-31.736,147.1655,318,1.1,1,2019-09-07,0359,Aqua,MODIS,68,6.3,301.6,9.2,D,0
-31.7453,147.1671,317.2,1.1,1,2019-09-07,0359,Aqua,MODIS,66,6.3,302.2,8.5,D,0
-28.4507,152.3246,321.6,1.4,1.2,2019-09-07,0400,Aqua,MODIS,70,6.3,301.6,18.8,D,0
-30.2925,152.5585,316.9,1.3,1.1,2019-09-07,0400,Aqua,MODIS,71,6.3,291.8,18.4,D,0
-30.2948,152.5451,333.9,1.3,1.1,2019-09-07,0400,Aqua,MODIS,86,6.3,294.8,45.3,D,0
-30.2799,152.5699,357.9,1.3,1.1,2019-09-07,0400,Aqua,MODIS,98,6.3,294.8,113.2,D,0
